,predicted,sentiment,text,textID
3164,neutral,positive," I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",3ff2b333c3
3165,neutral,positive,Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,ec9c43fbb3
3166,neutral,positive,http://twitpic.com/4wi9p - playing with ethan. i love you baby,99fdaff40d
3168,neutral,negative,Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,1783b5eb60
3169,neutral,negative,"At every gas station, I look for postcards for   No luck.",932227184c
3171,neutral,positive,  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,b99ba239de
3175,neutral,negative,ahh! big scary bug flying around my room!!!!!,a37b6c27a2
3178,neutral,negative,"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",5a5d7e4d2f
3180,neutral,negative, i found out that there`s sushi with fake crab meat and it`s not good for you,12e0187cb9
3182,neutral,negative," meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",e42d0e6e9d
3184,neutral,positive,   Well....hopefully someday soon you can get one!,2d5051cce9
3186,neutral,negative, me too. ****.,8b5e410207
3189,neutral,positive,Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,1a857a38fb
3192,neutral,negative, It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,2e57d38abb
3193,neutral,negative,not at all happy...dont know what the reason is,d6b053947f
3194,neutral,negative,"_fan76 ROFL!  THAT`S my problem, only two hands",7db93d25c6
3195,neutral,negative,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",94977637ab
3197,neutral,negative, I`ve been sat sunbathing in the bombed out church all day and left and missed you,513358abe6
3201,neutral,positive, Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,db4bb26337
3202,neutral,negative," yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",9e2748c5e4
3204,neutral,negative,i just saw a bird slowly die right next to me,5ad2c5e27b
3205,neutral,positive, hahahaha where is that train? I want on! That should be a wild ride,6a5af5f4c5
3206,neutral,positive,Love the family feud episode with the kardashians tonight,6fe391edf6
3207,neutral,positive,I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,74e36c1c25
3208,neutral,negative,Hmmm. http://www.djhero.com/ is down,2dfbe0b7fb
3210,neutral,positive,_90 haha agreed  LOL,a26a75179f
3211,neutral,positive, hello  I`m up late playing on the internet. I love you!,6a72b1eb3c
3214,neutral,negative,crash in Qmbol,2280788f99
3216,neutral,positive,http://twitpic.com/4wgoq - The Beach was phenomenal 2day,007eeb40ff
3217,neutral,negative," I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",8f44c2f7bd
3218,neutral,negative,Tired.....but can`t go to bed yet.....,da82d37656
3220,neutral,positive, haha no kidding... I listen to them all day long bud,13d29e0bab
3222,neutral,positive," Eat it, it`s good for you",979153b838
3225,neutral,negative," I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",5bfc1c74e0
3227,neutral,positive,i`m done.haha. HOUSE MD marathon ulet,fd1db57dc0
3228,neutral,negative," omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",e7d70b0d76
3229,neutral,negative, got ya - that wouldn`t be so bad tho right?,f3f0fde02e
3232,neutral,positive," I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",c7b61da1e2
3235,neutral,positive," Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",665dcd4cf2
3238,neutral,positive,"oh happy day!!! nice weather, smiling, happy baby and icecream later",2c39030bc4
3239,neutral,positive,headed to the beach with puppy maverick hugs and much aloha,47caebc343
3241,neutral,positive, LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,109516d45f
3242,neutral,negative,_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,2c4545ae23
3243,positive,neutral,everything is spinning,8ef3dee547
3245,neutral,negative, the DS version sucks,967e1b9ad9
3247,negative,positive, congratulations i am heart hacker not a computer hacker@,da276b88e8
3248,neutral,negative,I am going to be sooooo busy today it`s not funny. i hate busy day`s,c6c2478e74
3250,neutral,negative, Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,1012d3a39c
3252,neutral,negative," the problem is, superstars always deliver huge files! too much energy pixels",e206dff6da
3253,neutral,positive,I just realised how much i love sundays,9ffc800a5c
3257,neutral,positive," Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",35182b1866
3259,neutral,negative,"a guy called me AD-HD kid earlier today, and that hurts",c3384d4c6b
3260,negative,neutral,im surfin..,95305a8336
3261,neutral,positive,  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,b7df44c04f
3265,neutral,positive,Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,95b7fa6314
3266,neutral,negative, Jealous I wanted see that film,9eb21f1e58
3271,neutral,negative,I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,13fccb0fb5
3273,neutral,negative,Scramming a little early. Nibs sounds pathetic.,b7f1a0cd1a
3277,neutral,positive, If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,e976f2769d
3278,neutral,negative,is so sorry for letting her down,1297b5f02d
3279,neutral,negative, are you serious!? that bloooooows,d205b332e6
3282,neutral,positive, So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,0c53b2d4c0
3283,neutral,negative,aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,bacb2d1061
3284,neutral,negative,ooo my goddddd; vodafone trouble. no network,864cddfae8
3285,neutral,positive,"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",0a92e46208
3287,neutral,negative,I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),7276d2cde2
3289,neutral,negative,"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",064a8c4847
3294,neutral,positive,  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,7a1556637a
3296,neutral,positive, Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,6397544955
3297,neutral,negative," GRR. we are only allowed gas grills where i live, it sucks.",afc326749d
3298,neutral,negative, Oh no....Sorry to hear that ....,79f88c9c67
3300,neutral,positive," its definitely coming, hope ur ready!",08d12b46b2
3301,neutral,negative,i have so much homework  i think i am going to hide in a corner and cry.,b9078fdb88
3302,neutral,negative,Sad that david is leaving tomoro. for a week.,6434edb2a5
3308,neutral,negative,Humidity is NOT my friend! Just ask my hair,ae45bdeb6d
3310,neutral,negative,_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,01fdd344f2
3312,neutral,negative, http://twitpic.com/5ut6j - Poor Thing,cbd87d2326
3313,neutral,negative,"home, don`t feel like going to work tomorrow",dac8af239c
3314,neutral,positive,Day is going well so far. Meeting until 4 though.,213f65851d
3315,neutral,positive, thank u sweetie! Can`t wait to set sail with u next week,41c5bce464
3316,neutral,positive,Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,669a4ee511
3318,neutral,positive,"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",eb96d21b64
3322,neutral,negative,"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",68238c0940
3323,neutral,positive,hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,0f870b905c
3325,neutral,positive,Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,6d3c1d8ff7
3334,neutral,positive, You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,056c205514
3336,neutral,positive, have you seen the game on the website?! awesomness!!! go on msn!,0815af3970
3338,neutral,positive," haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",694a98d42f
3342,neutral,positive, good morning! Got to be afternoon in Germany,201c6c35e2
3343,neutral,negative,Getting stressed over a sortie tomorrow. And like I am really really stress..,b3c6a71077
3345,neutral,positive,_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day,11cab5bac2
3346,neutral,negative,stuck here  ~*Lady*~,37c1594abc
3348,neutral,positive,Leme put this bottle of ciroc in ya..Baby i can make you popular!!,83d9d8ffbe
3354,neutral,negative,There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...,c25f1544bd
3355,neutral,negative,in school w. linda doing nothing  ;i miss you,32cde6dbc5
3356,neutral,negative,Its weird being at the guy`s house without them here. I don`t like it,4e1101e520
3357,neutral,negative,Bit disappointed with The Killers On Jonathan Ross  He`s sexy as hell though,ed58e3db1d
3359,neutral,positive,"_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay",9664d60456
3360,neutral,positive,"I forgot, Happy Mom`s day.",a29a6f5c41
3361,neutral,positive,In a really Good mood for absolutely no reason  tee her,a4d9ee1aac
3363,neutral,negative,so far I`ve tried to kill myself TWICE in the 15 mins I`ve been outside by tripping on stupid things.  I knew I should`ve stayed in bed.,b93d5198af
3364,neutral,positive,Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can`t wait,771545d181
3365,neutral,negative, my baby shut me down,65cbb266bf
3367,neutral,positive,ah midday - great time for breakfast,ce7efcdd0d
3368,neutral,positive, Wish I could go. Gotta work.,d18a58850f
3369,neutral,negative,Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!,f48211d914
3370,neutral,positive,I`m back from my first 5K running race   And still alive!,38c94c08b8
3374,neutral,positive,At the wedding reception. Having more fun than I thought,a9b501f7cd
3375,neutral,positive,"Just noticed the new sidebar on twitter.com, looks nice",540fd43bae
3377,neutral,positive,Good morning my fellow tweeters,0145dc9e7c
3378,neutral,positive, you know I love you.,bbcf6de580
3379,neutral,positive,I`m feeling higher than Mt Everest,342c394b9e
3380,neutral,negative,Everyone is working tonight! I`m bored,fa625455c7
3382,neutral,positive,Oh joy its gong to be a long weekebd... Yipee :*Â¡,475e19cb22
3385,neutral,positive," Hey!  It`s easy...Just type what you`re doing!  Just like facebook, but much simpler.  Have a good day!",42e4df338b
3386,neutral,negative,Wondering how come mcdonalds take so long to deliver my food.,c0a39bf520
3387,neutral,negative," lmao...thats sad, kinda discourages me 4rom goin if the **** wack",645e740cb0
3389,neutral,positive,3oh!3 on the radio  they were amazing yesterday.,c0603f62dd
3390,neutral,negative,Im mad cuz i cant get any picture to work.,f0c1aa8e72
3392,neutral,negative,my shoes hurt my feet,4626b8b37a
3395,neutral,positive,It`s a beautiful nice day and I`m stuck inside!,7505a3b214
3401,neutral,positive, Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,d3d8561006
3404,neutral,negative,"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",b5eb308679
3409,neutral,positive,Car shopping with kacy yay,a7a4f1809e
3411,neutral,positive,my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,f6df0fdbff
